id,description,hint,difficulty,volume,chapter,section
Constraint Equation in Optimization,"An equality condition that restricts the domain of an optimization problem, such as g(x,y) = c.","Express one variable in terms of the other using the constraint, or use Lagrange multipliers if substitution is difficult.",1,3,Differentiation of Functions of Several Variables,4.7 Maxima/Minima Problems (Multivariable)
Boundary Analysis for Extrema,The process of examining function values along the edges of a closed region to find absolute extrema.,Parameterize each boundary curve separately and use single-variable calculus to find extrema on each piece.,2,3,Differentiation of Functions of Several Variables,4.7 Maxima/Minima Problems (Multivariable)
Discriminant for Classification,The value D = f_xx·f_yy - (f_xy)² evaluated at a critical point to determine its nature.,Always compute all three second derivatives at the critical point before calculating D.,1,3,Differentiation of Functions of Several Variables,4.7 Maxima/Minima Problems (Multivariable)
Constrained Optimization Problem,Finding extrema of a function subject to one or more constraint equations.,Identify your objective function and constraint separately before applying any method.,1,3,Differentiation of Functions of Several Variables,4.8 Lagrange Multipliers
Lagrange Multiplier Variable,An auxiliary variable λ introduced to convert constrained optimization into a system of equations.,Treat λ as an unknown variable to be solved for simultaneously with x and y.,2,3,Differentiation of Functions of Several Variables,4.8 Lagrange Multipliers
Lagrange Function Construction,"Building L(x,y,λ) = f(x,y) - λ(g(x,y) - c) where g(x,y) = c is the constraint.",Subtract λ times the constraint equation (moved to equal zero) from the objective function.,2,3,Differentiation of Functions of Several Variables,4.8 Lagrange Multipliers
System of Lagrange Equations,"Setting ∇L = 0 produces equations ∂L/∂x = 0, ∂L/∂y = 0, and ∂L/∂λ = 0.",You must solve all three equations simultaneously; the λ-equation gives back your constraint.,3,3,Differentiation of Functions of Several Variables,4.8 Lagrange Multipliers
Geometric Interpretation of Lagrange Multipliers,"At extrema, ∇f is parallel to ∇g, meaning gradient of objective is perpendicular to constraint curve.",Visualize that level curves of f must be tangent to the constraint curve at optimal points.,3,3,Differentiation of Functions of Several Variables,4.8 Lagrange Multipliers
Two Constraints Lagrange Method,"Optimizing f(x,y,z) subject to g(x,y,z) = c₁ and h(x,y,z) = c₂ using two multipliers λ and μ.",Construct L with two multiplier terms and solve five equations from ∇L = 0.,4,3,Differentiation of Functions of Several Variables,4.8 Lagrange Multipliers
Interpreting Lagrange Multiplier Value,The value λ approximates the rate of change of the optimal value with respect to the constraint constant.,"If λ = 5, increasing the constraint bound by 1 unit changes the optimal value by approximately 5.",4,3,Differentiation of Functions of Several Variables,4.8 Lagrange Multipliers
Double Integral over Rectangle,The iterated integral of a two-variable function over a rectangular region in the xy-plane.,"Start by identifying the constant bounds for x and y, then decide which variable to integrate first.",1,3,Multiple Integration,5.1 Double Integrals over Rectangular Regions
Rectangular Region Definition,A region in the plane defined by a ≤ x ≤ b and c ≤ y ≤ d with constant bounds.,"Draw the rectangle showing the four corner points (a,c), (b,c), (a,d), (b,d) to visualize your integration region.",1,3,Multiple Integration,5.1 Double Integrals over Rectangular Regions
Fubini's Theorem for Rectangles,States that a double integral over a rectangle can be computed as an iterated integral in either order if the function is continuous.,"If the integral looks hard in one order, try switching the order of integration—both give the same answer.",2,3,Multiple Integration,5.1 Double Integrals over Rectangular Regions
Iterated Integral Notation,Writing a double integral as nested single integrals with specified bounds for each variable.,Read from inside out: the innermost integral is computed first while treating the other variable as constant.,1,3,Multiple Integration,5.1 Double Integrals over Rectangular Regions
Volume Under Surface Interpretation,"A double integral represents the signed volume between the surface z = f(x,y) and the xy-plane over the region.",Sketch the surface and region to see that you're accumulating height times area to get volume.,1,3,Multiple Integration,5.1 Double Integrals over Rectangular Regions
Riemann Sum for Double Integrals,The limit of sums of function values times areas of rectangular subrectangles as partition becomes finer.,"Think of approximating volume by stacking rectangular boxes of height f(x,y) and base area ΔA.",2,3,Multiple Integration,5.1 Double Integrals over Rectangular Regions
Order of Integration Choice,Deciding whether to integrate first with respect to x or y when evaluating an iterated integral.,"Choose the order that makes the inner integral easier to evaluate, especially if one involves a simpler antiderivative.",1,3,Multiple Integration,5.1 Double Integrals over Rectangular Regions
Properties of Double Integrals,"Linearity, additivity over regions, and comparison properties that hold for double integrals.",Use linearity to split complicated integrands into simpler pieces you can integrate separately.,1,3,Multiple Integration,5.1 Double Integrals over Rectangular Regions
Type I Region Definition,A region bounded by vertical lines x=a and x=b and curves y=g₁(x) and y=g₂(x) where g₁(x) ≤ g₂(x).,"Sketch the region and identify which boundary curves depend on x; integrate dy first, then dx.",1,3,Multiple Integration,5.2 Double Integrals over General Regions
Type II Region Definition,A region bounded by horizontal lines y=c and y=d and curves x=h₁(y) and x=h₂(y) where h₁(y) ≤ h₂(y).,"Sketch the region and identify which boundary curves depend on y; integrate dx first, then dy.",1,3,Multiple Integration,5.2 Double Integrals over General Regions
Double Integral over General Region,"An integral ∬_D f(x,y) dA where D is a non-rectangular region defined by variable boundary curves.","Extend f to be zero outside D, or use limits that follow the boundary curves directly.",1,3,Multiple Integration,5.2 Double Integrals over General Regions
Iterated Integral with Variable Limits,"An integral where inner limits depend on the outer variable, like ∫[a to b]∫[g₁(x) to g₂(x)] f(x,y) dy dx.","Evaluate the inner integral treating the outer variable as constant, substitute limits before integrating outer.",2,3,Multiple Integration,5.2 Double Integrals over General Regions
Converting Between Type I and Type II,Rewriting a double integral by switching the order of integration and adjusting limits to match region boundaries.,"Sketch the region, identify new constant bounds for the outer integral, then express the inner bounds as functions.",3,3,Multiple Integration,5.2 Double Integrals over General Regions
Volume Over Non-Rectangular Base,"The volume between a surface z=f(x,y) and a general planar region D, computed as ∬_D f(x,y) dA.",Set up the double integral with limits matching the region's shape; interpret as signed volume if f is negative.,1,3,Multiple Integration,5.2 Double Integrals over General Regions
Determining Integration Order,Choosing which variable to integrate first based on region boundaries and integrand complexity.,Try both orders on paper; pick the one where inner bounds are simpler functions or integrand integrates easily.,2,3,Multiple Integration,5.2 Double Integrals over General Regions
Properties of Double Integrals over General Regions,"Linearity, additivity over non-overlapping subregions, and comparison properties extend to general domains.","When a region splits naturally, compute separate integrals over each piece and add results.",1,3,Multiple Integration,5.2 Double Integrals over General Regions
Polar to Rectangular Conversion,Transformations x = r cos(θ) and y = r sin(θ) that convert polar coordinates to Cartesian coordinates.,Draw a right triangle with r as hypotenuse to visualize why x and y involve cosine and sine.,1,3,Multiple Integration,5.3 Double Integrals in Polar Coordinates
Area Element in Polar Coordinates,The differential area element dA = r dr dθ accounts for the stretching of area in polar coordinates.,The extra r factor appears because sectors farther from origin cover more area for the same angle change.,2,3,Multiple Integration,5.3 Double Integrals in Polar Coordinates
Double Integral in Polar Form,"An integral ∫∫_R f(r,θ) r dr dθ where the integrand includes the Jacobian factor r.","Never forget the r in 'r dr dθ' — it's part of the area element, not optional.",2,3,Multiple Integration,5.3 Double Integrals in Polar Coordinates
Polar Region Type,Regions described by r ranging from r₁(θ) to r₂(θ) and θ ranging between two angles.,Sketch the region first; identify which rays bound it and which curves bound the radial extent.,2,3,Multiple Integration,5.3 Double Integrals in Polar Coordinates
Converting Cartesian Integrals to Polar,"The process of rewriting ∫∫ f(x,y) dA as ∫∫ f(r cos θ, r sin θ) r dr dθ when symmetry suggests polar.","Look for circles, circular sectors, or expressions like x² + y² that simplify to r² in polar.",3,3,Multiple Integration,5.3 Double Integrals in Polar Coordinates
Circular Region Integration,Integration over disks or annuli where 0 ≤ r ≤ a and 0 ≤ θ ≤ 2π gives natural polar limits.,"For a full circle centered at origin, r goes from 0 to the radius and θ goes from 0 to 2π.",2,3,Multiple Integration,5.3 Double Integrals in Polar Coordinates
Jacobian for Polar Transformation,"The determinant r of the transformation matrix ∂(x,y)/∂(r,θ) that scales area elements.",Compute the 2×2 matrix of partial derivatives and take its determinant to verify the r factor.,3,3,Multiple Integration,5.3 Double Integrals in Polar Coordinates
Triple Integral Definition,"An integral of a function of three variables over a three-dimensional region, extending the double integral concept to one more dimension.","Think of triple integrals as stacking infinitely many double integrals, just as double integrals stack single integrals.",1,3,Multiple Integration,5.4 Triple Integrals
Rectangular Box Region,"A three-dimensional region defined by constant bounds in x, y, and z coordinates, forming a rectangular prism.","Write the region as {(x,y,z) : a ≤ x ≤ b, c ≤ y ≤ d, e ≤ z ≤ f} with all bounds constant.",1,3,Multiple Integration,5.4 Triple Integrals
Fubini's Theorem for Triple Integrals,"For continuous functions over rectangular boxes, the triple integral can be computed as three successive single integrals in any order.","If the region is a box and the function is continuous, evaluate the three integrals one at a time in any order you choose.",2,3,Multiple Integration,5.4 Triple Integrals
Type I Three-Dimensional Region,"A region where z is bounded between two functions of x and y, while (x,y) varies over a region in the xy-plane.","Integrate with respect to z first using variable bounds z = g₁(x,y) to z = g₂(x,y), then handle the xy-region.",2,3,Multiple Integration,5.4 Triple Integrals
Order of Integration in Triple Integrals,"The six possible sequences (dzdydx, dzdxdy, dydzdx, dydxdz, dxdzdy, dxdydz) for evaluating a triple integral.",Choose the order that makes your bounds simplest; sketch the region and identify which variable should be innermost.,2,3,Multiple Integration,5.4 Triple Integrals
Volume Calculation with Triple Integrals,The volume of a three-dimensional region is computed as the triple integral of 1 over that region.,"To find volume only, set f(x,y,z) = 1 in your triple integral; the bounds define the region's shape.",1,3,Multiple Integration,5.4 Triple Integrals
Cylindrical Coordinates for Triple Integrals,"A coordinate system using (r, θ, z) where r and θ are polar coordinates in the xy-plane and z is the vertical coordinate, with volume element r dr dθ dz.",Use cylindrical coordinates when the region or function has circular symmetry about the z-axis; don't forget the extra r factor.,3,3,Multiple Integration,5.4 Triple Integrals
Spherical Coordinates for Triple Integrals,"A coordinate system using (ρ, θ, φ) where ρ is distance from origin, θ is azimuthal angle, and φ is angle from positive z-axis, with volume element ρ² sin φ dρ dθ dφ.",Use spherical coordinates for regions like spheres or cones; the volume element ρ² sin φ is essential and easily forgotten.,3,3,Multiple Integration,5.4 Triple Integrals
Cylindrical Coordinate System,"A three-dimensional coordinate system using radius r, angle θ, and height z to locate points.",Remember that cylindrical coordinates extend polar coordinates by adding a z-component for height.,1,3,Multiple Integration,5.5 Triple Integrals in Cylindrical and Spherical Coordinates
Cylindrical to Rectangular Conversion,"Converting cylindrical coordinates (r, θ, z) to Cartesian coordinates using x = r cos θ, y = r sin θ, z = z.","Use the same conversion formulas as polar coordinates for x and y, keeping z unchanged.",1,3,Multiple Integration,5.5 Triple Integrals in Cylindrical and Spherical Coordinates
Volume Element in Cylindrical Coordinates,"The differential volume element dV = r dr dθ dz in cylindrical coordinates, where r is the Jacobian factor.","The extra factor r comes from the Jacobian of the transformation, similar to polar coordinates but extended to 3D.",2,3,Multiple Integration,5.5 Triple Integrals in Cylindrical and Spherical Coordinates
Triple Integral in Cylindrical Form,"Expressing a triple integral as an iterated integral with limits in r, θ, and z coordinates with volume element r dr dθ dz.",Always include the r factor in your integrand when converting to cylindrical coordinates.,2,3,Multiple Integration,5.5 Triple Integrals in Cylindrical and Spherical Coordinates
Spherical Coordinate System,"A coordinate system using radius ρ from origin, azimuthal angle θ, and polar angle φ from positive z-axis.","Think of ρ as distance from origin, φ as angle down from north pole, and θ as rotation around z-axis.",2,3,Multiple Integration,5.5 Triple Integrals in Cylindrical and Spherical Coordinates
Spherical to Rectangular Conversion,"Converting spherical coordinates (ρ, θ, φ) to Cartesian using x = ρ sin φ cos θ, y = ρ sin φ sin θ, z = ρ cos φ.","Remember that φ is measured from the positive z-axis, so z uses cos φ while x and y use sin φ.",2,3,Multiple Integration,5.5 Triple Integrals in Cylindrical and Spherical Coordinates
Volume Element in Spherical Coordinates,"The differential volume element dV = ρ² sin φ dρ dθ dφ in spherical coordinates, with Jacobian ρ² sin φ.",The factor ρ² sin φ comes from the Jacobian determinant; don't forget it when setting up integrals.,3,3,Multiple Integration,5.5 Triple Integrals in Cylindrical and Spherical Coordinates
Triple Integral in Spherical Form,"Expressing a triple integral as an iterated integral with limits in ρ, θ, and φ coordinates with volume element ρ² sin φ dρ dθ dφ.",Always include the ρ² sin φ factor in your integrand when converting to spherical coordinates.,3,3,Multiple Integration,5.5 Triple Integrals in Cylindrical and Spherical Coordinates
Choosing Coordinate System for Integration,"Selecting cylindrical, spherical, or rectangular coordinates based on the symmetry of the region and integrand.","Use cylindrical for regions with z-axis symmetry, spherical for regions centered at origin with radial symmetry.",2,3,Multiple Integration,5.5 Triple Integrals in Cylindrical and Spherical Coordinates
Mass from Density Function,The total mass is computed by integrating the density function over the region or solid.,"Set up a double or triple integral of the density function ρ(x,y) or ρ(x,y,z) over your region.",1,3,Multiple Integration,5.6 Calculating Centers of Mass and Moments of Inertia
Center of Mass Coordinates,"The center of mass (x̄, ȳ, z̄) is the weighted average position where an object's mass is concentrated.","Use the formulas x̄ = Mx/m, ȳ = My/m, z̄ = Mz/m where m is total mass and Mx, My, Mz are moments.",2,3,Multiple Integration,5.6 Calculating Centers of Mass and Moments of Inertia
First Moment about Axis,"The moment about an axis measures the tendency of mass to rotate about that axis, computed by integrating position times density.","For moment about the x-axis, integrate y·ρ(x,y) over the region; for y-axis, integrate x·ρ(x,y).",2,3,Multiple Integration,5.6 Calculating Centers of Mass and Moments of Inertia
Moment of Inertia Definition,"Moment of inertia measures resistance to rotational acceleration about an axis, computed by integrating squared distance times density.","For rotation about the x-axis, compute Ix = ∫∫y²ρ(x,y) dA; use squared distance from the axis.",3,3,Multiple Integration,5.6 Calculating Centers of Mass and Moments of Inertia
Radius of Gyration,The radius of gyration is the distance from the axis where the entire mass could be concentrated to produce the same moment of inertia.,Calculate using Rx = √(Ix/m) where Ix is moment of inertia about x-axis and m is total mass.,3,3,Multiple Integration,5.6 Calculating Centers of Mass and Moments of Inertia
Lamina Mass Distribution,A lamina is a thin flat plate with mass distributed according to a two-dimensional density function.,Use double integrals over the planar region to compute mass and moments for flat objects.,1,3,Multiple Integration,5.6 Calculating Centers of Mass and Moments of Inertia
Three-Dimensional Center of Mass,"For solid objects, the center of mass is found using triple integrals of x·ρ, y·ρ, and z·ρ divided by total mass.","Set up three separate triple integrals for moments Myz, Mxz, and Mxy, then divide each by total mass.",3,3,Multiple Integration,5.6 Calculating Centers of Mass and Moments of Inertia
General Coordinate Transformation,"A mapping from one coordinate system (u,v) to another (x,y) via continuous functions x=g(u,v) and y=h(u,v).","Write explicit formulas for x and y in terms of the new variables u and v, ensuring the transformation is smooth and invertible.",1,3,Multiple Integration,5.7 Change of Variables in Multiple Integrals
Jacobian Determinant,"The determinant of partial derivatives ∂(x,y)/∂(u,v) that measures how area scales under coordinate transformation.","Compute the 2×2 matrix of first partial derivatives, then find its determinant; remember the absolute value matters for integration.",1,3,Multiple Integration,5.7 Change of Variables in Multiple Integrals
Change of Variables Formula,"The formula ∬_R f(x,y)dA = ∬_S f(g(u,v),h(u,v))|J|dudv for transforming double integrals between coordinate systems.","Replace x and y with their expressions in u and v, multiply by the absolute Jacobian, and integrate over the transformed region S.",1,3,Multiple Integration,5.7 Change of Variables in Multiple Integrals
Region Transformation,The process of mapping a region R in the xy-plane to a simpler region S in the uv-plane using coordinate transformation.,Apply the inverse transformation to boundary curves of R to find the corresponding boundaries in the uv-plane.,1,3,Multiple Integration,5.7 Change of Variables in Multiple Integrals
Three-Dimensional Jacobian,"The determinant ∂(x,y,z)/∂(u,v,w) that measures volume scaling for transformations in three dimensions.","Construct the 3×3 matrix of all nine first partial derivatives, then compute its determinant using cofactor expansion.",1,3,Multiple Integration,5.7 Change of Variables in Multiple Integrals
Change of Variables in Triple Integrals,"The formula ∭_D f(x,y,z)dV = ∭_E f(g(u,v,w),h(u,v,w),k(u,v,w))|J|dudvdw for transforming triple integrals.","Substitute all three coordinate expressions, multiply by the absolute three-dimensional Jacobian, and integrate over the transformed region E.",1,3,Multiple Integration,5.7 Change of Variables in Multiple Integrals
Elliptical Region Transformation,"A technique using transformation (x,y)=(au,bv) to convert elliptical regions into circular regions for easier integration.","For ellipse x²/a²+y²/b²=1, use u=x/a and v=y/b to transform it into the unit circle u²+v²=1.",1,3,Multiple Integration,5.7 Change of Variables in Multiple Integrals
Jacobian Verification for Standard Coordinates,"Computing Jacobians for polar, cylindrical, and spherical coordinates to verify known volume elements r, r, and ρ²sin(φ).",Calculate the Jacobian from first principles using the standard coordinate conversion formulas to confirm the area or volume element.,1,3,Multiple Integration,5.7 Change of Variables in Multiple Integrals
Vector Field Definition,"A function that assigns a vector to each point in a region of space, written as F(x,y) = ⟨P(x,y), Q(x,y)⟩ in 2D or F(x,y,z) = ⟨P(x,y,z), Q(x,y,z), R(x,y,z)⟩ in 3D.","Think of assigning an arrow (with direction and magnitude) to every point in your domain, like wind velocity at each location on a map.",1,3,Vector Calculus,6.1 Vector Fields
Component Functions of Vector Field,"The scalar functions P, Q, and R that define the x, y, and z components respectively of a vector field F = ⟨P, Q, R⟩.","Extract each component separately: if F(x,y) = ⟨x²y, xy³⟩, then P(x,y) = x²y and Q(x,y) = xy³.",1,3,Vector Calculus,6.1 Vector Fields
Gradient Vector Field,"A vector field of the form F = ∇f where f is a scalar function, making F = ⟨∂f/∂x, ∂f/∂y, ∂f/∂z⟩.","To verify a field is a gradient field, find a potential function f whose partial derivatives match each component of F.",2,3,Vector Calculus,6.1 Vector Fields
Vector Field Visualization,"A graphical representation showing vectors drawn at sample points in the domain, with arrow length indicating magnitude and direction showing field direction.","Plot vectors at a grid of points; use shorter arrows for smaller magnitudes to see patterns like sources, sinks, or circulation.",1,3,Vector Calculus,6.1 Vector Fields
Radial Vector Field,"A vector field where all vectors point directly toward or away from a central point, typically of the form F = ⟨x, y⟩ or F = r/||r|| where r is the position vector.","Check if F(x,y) is proportional to the position vector ⟨x, y⟩; vectors should point radially outward or inward from the origin.",2,3,Vector Calculus,6.1 Vector Fields
Rotational Vector Field,"A vector field where vectors rotate around a central point or axis, such as F(x,y) = ⟨-y, x⟩ which rotates counterclockwise around the origin.","Look for components that are perpendicular to the position vector; F = ⟨-y, x⟩ gives circulation since F·⟨x,y⟩ = 0.",2,3,Vector Calculus,6.1 Vector Fields
Unit Vector Field,"A vector field where every vector has magnitude 1, obtained by normalizing a vector field: F/||F||.","Divide each component by the magnitude √(P² + Q² + R²) to normalize; this shows only direction, not magnitude.",2,3,Vector Calculus,6.1 Vector Fields
Conservative Vector Field,"A vector field F that is the gradient of some scalar potential function, meaning F = ∇f for some f, which implies the field is path-independent.","Test if ∂P/∂y = ∂Q/∂x in 2D; if yes, integrate P with respect to x to find potential function f, then verify ∂f/∂y = Q.",3,3,Vector Calculus,6.1 Vector Fields
Scalar Line Integral,"An integral of a scalar function along a curve, computing accumulation of values along a path.","Parametrize the curve, then integrate f(r(t)) times the speed ||r'(t)|| with respect to t.",1,3,Vector Calculus,6.2 Line Integrals
Parametrization of Curves,A vector function r(t) that traces out a curve as the parameter t varies over an interval.,"Express x, y, z as functions of a single parameter t, ensuring the curve is traced exactly once.",1,3,Vector Calculus,6.2 Line Integrals
Arc Length Element ds,The differential element ds = ||r'(t)|| dt representing infinitesimal distance along a curve.,Compute the magnitude of the velocity vector r'(t) to find ds in terms of dt.,1,3,Vector Calculus,6.2 Line Integrals
Vector Line Integral,"An integral computing work done by a vector field F along a curve, written as integral of F·dr.","Substitute the parametrization into F, compute F(r(t))·r'(t), then integrate with respect to t.",2,3,Vector Calculus,6.2 Line Integrals
Orientation of Curve,"The direction in which a curve is traversed, affecting the sign of line integrals.",Reversing orientation changes the sign of vector line integrals but not scalar line integrals.,1,3,Vector Calculus,6.2 Line Integrals
Piecewise Smooth Curve,A curve composed of finitely many smooth pieces joined end-to-end.,"Integrate over each smooth piece separately, then sum the results.",1,3,Vector Calculus,6.2 Line Integrals
Work as Line Integral,"Physical work done by force field F moving object along curve C, computed as integral of F·dr.",Work equals the line integral of the tangential component of force along the path.,2,3,Vector Calculus,6.2 Line Integrals
Line Integral with Respect to Coordinate,"Integrals of form integral P dx + Q dy, representing components of work in each coordinate direction.",Use dx = x'(t)dt and dy = y'(t)dt to convert to a standard integral in t.,2,3,Vector Calculus,6.2 Line Integrals
Path Independence,"A line integral whose value depends only on the endpoints, not the path taken between them.","If two different paths give the same integral value for all choices, the field is path-independent.",1,3,Vector Calculus,6.3 Conservative Vector Fields
Conservative Vector Field Characterization,A vector field F is conservative if and only if it is the gradient of some scalar potential function.,Look for a function φ where F = ∇φ; this means F is conservative.,1,3,Vector Calculus,6.3 Conservative Vector Fields
Potential Function,A scalar function φ whose gradient equals a given conservative vector field F.,"To find φ, integrate each component of F and combine results, ensuring consistency.",1,3,Vector Calculus,6.3 Conservative Vector Fields
Fundamental Theorem for Line Integrals,"For conservative F = ∇φ, the line integral from A to B equals φ(B) - φ(A).",Just evaluate the potential function at endpoints like the regular Fundamental Theorem of Calculus.,1,3,Vector Calculus,6.3 Conservative Vector Fields
Closed Curve,A curve where the initial and terminal points coincide.,"A closed curve returns to its starting point, making the endpoints identical.",1,3,Vector Calculus,6.3 Conservative Vector Fields
Line Integral over Closed Path,"For conservative fields, the line integral around any closed curve equals zero.","If the integral around every closed loop is zero, the field is conservative.",1,3,Vector Calculus,6.3 Conservative Vector Fields
Cross-Partial Test,"For F = ⟨P, Q⟩, if ∂P/∂y = ∂Q/∂x on a simply connected domain, then F is conservative.","Check if the mixed partial derivatives match; if yes and domain is nice, the field is conservative.",1,3,Vector Calculus,6.3 Conservative Vector Fields
Simply Connected Domain,A region in which every closed curve can be continuously shrunk to a point without leaving the region.,"Think of regions without holes; a disk is simply connected, but an annulus is not.",1,3,Vector Calculus,6.3 Conservative Vector Fields
Finding Potential Functions by Integration,The method of integrating component functions and matching terms to construct the potential function.,"Integrate P with respect to x, then differentiate to find what Q adds, and combine carefully.",1,3,Vector Calculus,6.3 Conservative Vector Fields
Three-Dimensional Cross-Partial Test,"For F = ⟨P, Q, R⟩, F is conservative if ∂P/∂y = ∂Q/∂x, ∂P/∂z = ∂R/∂x, and ∂Q/∂z = ∂R/∂y.",Check all three pairs of mixed partials; all must match for the field to be conservative in 3D.,1,3,Vector Calculus,6.3 Conservative Vector Fields
Green's Theorem Statement,Relates a line integral around a simple closed curve to a double integral over the region it encloses: ∮_C (P dx + Q dy) = ∬_R (∂Q/∂x - ∂P/∂y) dA.,"Identify P and Q from your vector field F = ⟨P, Q⟩, then compute the partial derivatives ∂Q/∂x and ∂P/∂y.",3,3,Vector Calculus,6.4 Green's Theorem
Circulation Form of Green's Theorem,Expresses circulation around a closed curve as the integral of curl over the enclosed region: ∮_C F·dr = ∬_R curl(F)·k dA.,"The curl in 2D is the scalar ∂Q/∂x - ∂P/∂y, which measures the rotation tendency of the field.",3,3,Vector Calculus,6.4 Green's Theorem
Flux Form of Green's Theorem,Relates outward flux across a closed curve to the divergence over the enclosed region: ∮_C F·n ds = ∬_R div(F) dA.,"The normal vector n is perpendicular to the tangent; if C is parametrized by r(t), then n points outward when rotated 90° clockwise from the tangent.",3,3,Vector Calculus,6.4 Green's Theorem
Positive Orientation of Boundary,A curve is positively oriented if the region lies to the left as you traverse the boundary counterclockwise.,"For simple regions, counterclockwise orientation is positive; always verify the region stays on your left as you walk the path.",2,3,Vector Calculus,6.4 Green's Theorem
Simply Connected Region Requirement,Green's Theorem requires the region to be simply connected (no holes) or requires modification for regions with holes.,"If your region has holes, apply Green's Theorem with outer boundary positive and inner boundaries negative oriented.",2,3,Vector Calculus,6.4 Green's Theorem
Area Calculation via Green's Theorem,The area of a region R can be computed as A = (1/2)∮_C (x dy - y dx) using Green's Theorem.,"Choose P = -y/2 and Q = x/2 so that ∂Q/∂x - ∂P/∂y = 1, making the double integral equal the area.",2,3,Vector Calculus,6.4 Green's Theorem
Converting Line to Double Integral,Green's Theorem converts a potentially difficult line integral into a double integral that may be easier to evaluate.,"If the line integral is complex but the region is simple, use Green's Theorem to switch to a double integral over the region.",2,3,Vector Calculus,6.4 Green's Theorem
Two-Dimensional Divergence,"For a 2D vector field F = ⟨P, Q⟩, the divergence is div(F) = ∂P/∂x + ∂Q/∂y, measuring net outflow per unit area.","Compute each partial derivative separately: differentiate P with respect to x, then Q with respect to y, and add them.",2,3,Vector Calculus,6.4 Green's Theorem
Two-Dimensional Curl Scalar,"For a 2D vector field F = ⟨P, Q⟩, the scalar curl is ∂Q/∂x - ∂P/∂y, measuring counterclockwise rotation per unit area.",The curl is the difference of cross-partials; a positive value indicates counterclockwise circulation in the field.,2,3,Vector Calculus,6.4 Green's Theorem
Three-Dimensional Divergence Operator,"The divergence of vector field F = ⟨P, Q, R⟩ is div F = ∂P/∂x + ∂Q/∂y + ∂R/∂z, measuring outward flow rate per unit volume.","Compute each partial derivative separately, then add them; divergence is a scalar that measures field expansion or compression.",1,3,Vector Calculus,6.5 Divergence and Curl
Three-Dimensional Curl Operator,"The curl of vector field F = ⟨P, Q, R⟩ is curl F = ⟨∂R/∂y - ∂Q/∂z, ∂P/∂z - ∂R/∂x, ∂Q/∂x - ∂P/∂y⟩, measuring rotational tendency.","Use the determinant formula with i, j, k in first row, ∂/∂x, ∂/∂y, ∂/∂z in second row, and P, Q, R in third row.",1,3,Vector Calculus,6.5 Divergence and Curl
Del Operator Notation,"The del operator ∇ = ⟨∂/∂x, ∂/∂y, ∂/∂z⟩ allows writing divergence as ∇·F and curl as ∇×F using dot and cross products.",Treat ∇ like a vector of partial derivative operators; use dot product for divergence and cross product for curl.,1,3,Vector Calculus,6.5 Divergence and Curl
Divergence-Free Vector Field,"A vector field with divergence equal to zero everywhere is called divergence-free or incompressible, indicating no net sources or sinks.","Check if the sum of all three partial derivatives equals zero; physically, this means fluid density remains constant.",1,3,Vector Calculus,6.5 Divergence and Curl
Curl-Free Vector Field,"A vector field with curl equal to zero everywhere is called curl-free or irrotational, which is equivalent to being conservative.","If curl F = 0, the field has a potential function; check that all three components of curl vanish.",1,3,Vector Calculus,6.5 Divergence and Curl
Physical Interpretation of Divergence,"Divergence measures the rate of outward flux per unit volume at a point, indicating sources (positive) or sinks (negative) in the field.",Positive divergence means field lines are spreading out from the point; negative means converging into it.,1,3,Vector Calculus,6.5 Divergence and Curl
Physical Interpretation of Curl,"Curl measures the infinitesimal rotation of a vector field, with direction given by right-hand rule and magnitude indicating rotation speed.","Imagine a tiny paddle wheel in the flow; curl direction is the axis of rotation, magnitude is rotational speed.",1,3,Vector Calculus,6.5 Divergence and Curl
Vector Field Identity div(curl F) = 0,"For any vector field F with continuous second partial derivatives, the divergence of its curl is always zero.",Expand div(curl F) using mixed partial derivatives; terms cancel by equality of mixed partials.,2,3,Vector Calculus,6.5 Divergence and Curl
Parametric Surface Definition,"A surface defined by a vector function r(u,v) mapping a region D in the uv-plane to three-dimensional space.","Write r(u,v) = ⟨x(u,v), y(u,v), z(u,v)⟩ with clear bounds for parameters u and v.",1,3,Vector Calculus,6.6 Surface Integrals
Tangent Vectors to Parametric Surface,The partial derivatives r_u and r_v represent tangent vectors along parameter curves on the surface.,Compute ∂r/∂u and ∂r/∂v by differentiating each component separately.,2,3,Vector Calculus,6.6 Surface Integrals
Cross Product for Surface Normal,The cross product r_u × r_v produces a normal vector to the parametric surface at each point.,"Use the determinant formula with i, j, k in the first row and components of r_u and r_v in rows two and three.",2,3,Vector Calculus,6.6 Surface Integrals
Scalar Surface Integral,"The integral ∬_S f(x,y,z) dS evaluates a scalar function over a surface S.","Convert to ∬_D f(r(u,v)) |r_u × r_v| du dv and integrate over the parameter domain D.",3,3,Vector Calculus,6.6 Surface Integrals
Oriented Surface,"A surface with a continuously chosen normal vector direction at each point, determining positive orientation.","Check if your normal vector r_u × r_v points in the desired direction; if not, swap parameters or negate.",2,3,Vector Calculus,6.6 Surface Integrals
Vector Surface Integral (Flux),The integral ∬_S F·n dS measures the flux of vector field F through oriented surface S.,Compute F·(r_u × r_v) and integrate over the parameter domain; no magnitude needed here.,4,3,Vector Calculus,6.6 Surface Integrals
